Artist,Percentage_Listened
Em Beihold,0.000218529564514962
Emdasche,0.00016149160921450509
Emily Blunt,0.010886655994760892
Emily Goldstein,0.0001466524663721098
Emily Osment,0.00024159979440274845
Emily Skeggs,0.015181138712591129
Eminem,0.6069392593209139
Emma Pfaeffle,0.013478578933033182
Emmy Rossum,0.014397214619620215
Encanto - Cast,0.025675542833857923
Endigo,0.00020455990269848832
Ensemble - Tangled,0.03674554339428482
Ensemble - The Lion King,0.011987245077372453
Ephraim Sykes,0.025231295995013715
Eric Anderson,0.017929916027939675
Eric Bradley,0.0017228476701627857
Eric Michael Roy,0.014631394842601765
Erik Lenfair,1.4781177440667192e-05
Erika Henningsen,0.3522672234512462
Erika Jayne,0.00014711618958593463
Ernie Sabella,0.017313048222749164
Erykah Badu,0.00043775471385066136
Estelle,0.10276146994139955
Ester Dean,0.0372144834942652
Esther Povitsky,0.018513685588743434
Ethan Slater,0.011327946598116968
Euaxations,0.00793662280461236
Eugene Mirman,0.2647820134466736
Eurythmics,0.02559427534063512
Evanescence,0.03705270205804206
Eve,0.0225628007610586
Every Little Thing,0.00016566511813892877
Everywhere Brown Noise,0.012636457576727246
Ez Mil,0.01361242104562338
FIELD OF VIEW,0.00039567183219605594
FINNEAS,4.816924883605662e-05
FLAVA,0.00014960870186024323
FLO,0.008731792185518528
FLOW,0.00038344113243142546
FULLJOS,0.0005267895709050332
Fabricants,0.010293843831287544
Falk Au Yeong,0.00024235334462521387
Fall Out Boy,0.04960012477771493
Falling In Reverse,0.012002547943428674
Fandroid!,9.274464276497062e-05
Far East Movement,0.02899980065756311
FarmerJohn,0.0005895081355748445
Faylan,0.05689136079948655
Fedde Le Grand,0.0025956906893846153
Feist,0.04685459352486316
Fergie,0.04364215096109149
Fifth Harmony,0.08685958942372114
Finatticz,0.00033782236127140547
Finneas O'Connell,0.0026909858098256223
FiolTune,0.03817844812500361
Fitz and The Tantrums,0.010350186201767265
Fleetwood Mac,0.01504793421941994
Flexstyle,0.03255905021987404
Flo Rida,0.1904590072125022
Florence + The Machine,0.0003646603422715189
Florian Christl,0.00021516757121473187
Flume,0.013522516707543085
Fluttershy,0.004396385894068248
Flying Fingers,0.049379160666327394
FoZZtone,0.00027695868945689354
Focus Noise,0.010896336216849486
Foster The People,0.03602248297312841
Fountains Of Wayne,0.011476338026540921
Foxes,0.011811378048529378
Fozzie,0.031413364054718014
Frances Forever,3.58226182679699e-05
Frances Ruffelle,0.023597077424093203
Franco Albertini,0.006738477950892397
Frank Ciampi,0.010279120619248606
Frank Sinatra,3.831513054227849e-05
Frankie Cosmos,8.207900884699899e-05
Frankie Valli & The Four Seasons,0.00016554918733547257
Franz Ferdinand,0.012462561371542929
Fred Armisen,0.00928431839479084
Fred Lassen,0.002855375689126533
French Montana,0.014526651361679077
Freshlyground,0.012253654063714833
Friedmann Riehle,0.00057617609317738
Friedrich Habetler,2.8229150641587932e-05
Frock Destroyers,0.008800597117369791
Frou Frou,0.0009986859063735492
Fugees,0.0003521977808999759
Funny Deluxe Tunes,3.002607809515924e-05
Future,0.0002885517698025149
G Herbo,0.0005910732014215034
GLAY,0.00016015840497475865
GMB Sound Team,6.799341622706908e-05
GOING UNDER GROUND,9.767170191185968e-05
GUMI,0.05101506023389801
Gabe Nekrutman,0.018110362323519272
Gabriella,0.02340706683722847
Gabrielle Ruiz,0.17991005764820928
Gabry Ponte,0.010193215893887553
Gammer,0.00019783591609802797
Garfunkel and Oates,0.037861841100764695
Garrett Clayton,0.025837614097089713
Gary Jules,3.1127420727993265e-05
Gaten Matarazzo,0.19023189876853147
Gavin Creel,0.012021792456802405
Geek Music,0.00307222425699138
Gen Hoshino,9.552698204791974e-05
Genesis Lynea,0.015353701713535702
George Ezra,8.062987380379633e-05
George Lopez,0.01942345256886607
George Michael,0.02382406993726047
George N. Martin,0.03647368566018
George Rose,0.045359086160278006
Georges Bizet,0.00015331848757084204
Gerald White,0.0017228476701627857
Gerard Butler,0.005439647194370712
Getter Jaani,5.5183062445157515e-05
Gia Gunn,6.324025328536435e-05
Gideon Glick,0.030930802085331527
Giga,0.15086921748622265
Gigamesh,0.03647107721710223
Gigi Perez,0.012371439760026342
Giles Palmer,0.012142128630789954
Ginger Fox,0.029382720101378986
Girls Aloud,0.043470689302779746
Glass Animals,0.03814674105025834
Glee Cast,1.1291904870630465
Glenn Callin,0.0016020477729614113
Gloria Estefan,0.00255053564143842
Gloria Gaynor,0.05550198808546556
Glutamine,0.0014042698222651113
Gnarls Barkley,8.207900884699899e-05
Goldfinger,0.003776851680398244
Good Charlotte,0.0032571918539057686
Goofy,0.008818160634093408
GoonRock,0.11609090389578632
Goose house,0.0015135925699243206
Goreshit,0.0009179401017662968
Gorillaz,0.02310367592458356
Gotye,0.014199958357539469
Grace Kelly,0.02875136094575645
Grace Phipps,0.07947102949244803
Grace Rolek,0.008102809611366843
Gracie Abrams,0.019845150866438045
Granny Smith,0.00023673070065758752
Grant Brett,0.008725068198918067
Grateful Dead,0.0029267890640555607
Grayson Villanueva,0.0026909858098256223
Green Day,0.0476039122730024
Greg Whipple,0.0017228476701627857
Gregorian,0.00010381603449503898
Grey,8.526710594204487e-05
Grey Henson,0.11123728691288676
Grey Sample Library,0.007477536822925757
Griff,0.0062065294592335615
GroovyDominoes52,2.8403046846772252e-05
Grupo Firme,0.00010016421418616827
Gunna,0.00021748618728385612
Guns N' Roses,7.292047537395816e-05
Gustavo Santaolalla,0.0
Guy Lombardo,0.017772887754658233
Gwen Stefani,0.028386178914869376
Gwen Verdon,0.008729937292663229
Gwyneth Paltrow,0.013296625537008652
Gym Class Heroes,0.02466810415182343
H. Jon Benjamin,0.30147764863007054
HALCALI,0.0002905805588629986
HEARTS GROW,0.00015702827328144088
HE★VENS,0.01676179725231487
HOYO-MiX,0.0039905701165697735
HYDE,0.029856935052916624
Hachioji P,0.031271986439903164
Haddaway,0.00147840757107536
Hailee Steinfeld,0.04587799243654802
Hailey Kilgore,0.018006198496613862
Hairspray Ensemble,6.671817738905075e-05
Haley Reinhart,0.016031838948352823
Halle,6.544293855103239e-05
Halsey,0.04337574197474911
Hannah Montana,0.1335290414554647
Hannah Selk,0.0039665144748526095
Hans Zimmer,0.0034671425389649706
Hanumankind,0.009586202206990819
Happi,0.008731792185518528
Harry Gregson-Williams,0.0029072547236731884
Harry Styles,0.1686074998960492
Haruka Tomatsu,0.01677489743310542
Harumakigohan,8.207900884699899e-05
Harvey Danger,0.025187821943717634
Harvey Fierstein,0.03549447612878709
Hatsune Miku,0.4349009611927832
Hayley Kiyoko,0.03554148606958858
Hayley Moir,0.00890348570543718
Hayley Williams,0.04063705063930126
Hazel Fernandes,0.0003017678813965232
Hazers,3.361993300230185e-05
Heart,4.167712384250868e-05
Heather Menzies,0.00025962703434018967
Hedwig And The Angry Inch - Original Broadway Cast,0.015157083070873966
Helena Bonham Carter,0.026155670256371832
Helene,0.08524762956706422
Hello Sleepwalkers,6.051587940414333e-05
"Hello, Dolly! Ensemble (2017)",0.0002713940108909953
Henry Smith,0.01344797320092074
Herbert von Karajan,0.00015331848757084204
High School Musical Cast,0.10707624054983461
HiguUmiSound,0.05870915579767997
Hikaru Utada,0.04171891689715464
Hilary Duff,0.0
Hillel Kapnick,0.0001816635690158862
Hiro Kurosaki,0.00027469803878949736
Hiroaki Tommy Tominaga,0.0002646120588888068
Hiromi Iwasaki,0.00028066847516749235
Hironobu Kageyama,0.00024235334462521387
Hisao Noguchi,0.02684244433604644
Hitomi Takahashi,0.00023122398749341738
Hitoshizuku,0.0007543037726878516
Hitoshizuku and Yama,0.022920968978336568
HitoshizukuP,0.01141512656231604
Ho - Kago Tea Time,0.0002411360711889236
Hoku,0.024506728473412384
Holly Schlesinger,0.009436013851113296
Hommarju,0.0008853055805933726
HoneyWorks,0.00021760211808731234
Hoshimachi Suisei,0.00028066847516749235
Hot Chelle Rae,0.1295381815118863
Hot Freaks,0.0019766781643301644
Howard McGillin,0.0237878415611804
Howard Shelley,0.00023615104664030645
Hozier,0.07015297523385143
Hudson Mohawke,0.020688663392385453
Huey Lewis & The News,0.00014340640387533582
Hugh Jackman,0.00032889568940527706
Hum Humming,0.012578086417187044
Hunter Stiebel,0.002914036675675377
HuxP,0.0049954583209282305
Hyannis Sound,0.00031898360570977087
Hylen,0.00017186741612383618
Hynden Walch,0.022794314575560654
HzEdge(crystal P),0.00025968499974191777
IA,0.0008221812581114646
IKASAN,0.011807900124425692
INTI CREATES,0.17845141627912317
IOSYS,0.0001780697141087436
IVE,0.004956041847753118
Ian Abel,0.016385485864296
Ice,0.007436323422297072
Ice Spice,0.024888430643791964
Icona Pop,0.022391976722165866
Ida Corr,0.0025956906893846153
Idina Menzel,0.1528650242331231
Iggy Azalea,0.1367946382926211
Ika,0.0020675679142398355
Ike & Tina Turner,0.009910344733454392
Ikimonogakari,0.001345261043305899
Ilana Levine,4.202491625287731e-05
Ilana Peña,0.0071683493701080354
Ilda Mason,0.010334071820086851
Imagine Dragons,0.009796616615263848
Imelda Staunton,0.00935967341703738
Incubus,4.816924883605662e-05
Into the Woods Ensemble,0.01838865421721591
Invaders Of Nine,0.005264012027134548
Iron Butterfly,0.004101110137665273
Isabella,0.04102246259539143
Isabella Lovestory,0.00017308468956012642
Israel Kamakawiwo'ole,0.00010381603449503898
Ithaca College Ithacappella,0.00014711618958593463
Ivan Hernandez,0.03718938447531693
Iván Fischer,0.00014960870186024323
Iyaz,0.002402434040023108
Izuka Hoyle,0.021533914880384704
IzzyIzTrash,0.012218063307053773
J Fitz,0.013024651872100378
J Pee,0.009266349120255129
JADE,0.0009179401017662968
JAY-Z,0.04606637999216437
JENNIE,0.0004673170687319957
JID,0.012384076217603072
JO-POP,0.0007258427604393513
JOHANNA,0.018294460439407738
JT,0.013755711518695257
JT Music,0.03352956494100773
JUNE,0.00011993041617545265
JW Velly,0.000308202040988343
Jack Black,0.0002662930555389219
Jack Dolgen,0.05047111290408146
Jack Harlow,0.09206111474779279
Jack Johnson,4.3242189689167555e-05
Jack Mizrahi,0.0026136599639203285
Jack Powers,3.49531372420483e-05
Jack Sobolewski,6.874696644953448e-05
Jack Stauber's Micropop,4.3242189689167555e-05
Jackie Hoffman,0.0729259241217206
Jacque Lewarne,0.061848272128265595
Jadakiss,6.839917403916584e-06
Jake Giles,0.0017791900406425051
James Corden,0.027164731969654708
James Galway,0.0002411360711889236
James Marsden,0.06982477512926688
James Monroe Iglehart,0.023885803090100903
James Newton Howard,8.532507134377297e-05
James Patterson,0.012885708804158107
Jamie Denbo,0.04000412641783206
Jamie Fine,0.00012190123983420826
Jamie Foxx,0.028509181497336413
Jamie Jackson,0.14743714401530317
Jamila Velazquez,0.010334071820086851
Jan & Dean,0.0001883875556163466
Jan Neuberger,0.02347007522890692
Jana Schneider,0.03402221289029491
Jane Color,0.01037580690933109
Janelle Monáe,0.034661629236757655
Janet Dacal,0.027953583121772516
Jaquel Spivey,0.0011346147734259593
Jaroslava Horska,0.00015581099984515064
Jasmine Cephas-Jones,0.024572229377365144
Jason Derulo,0.040328848598312914
Jason Evigan,0.03602393210817162
Jason Howland,0.00026582933232509705
Jason Michael Snow,0.01758438426823843
Jason Mraz,0.010437655992974979
Jason Nevins,0.011605426976189414
Jason Segel,0.06750534754451844
Jason Weaver,0.023569022169656798
Jasper Randall,0.0017228476701627857
Jax Jones,0.0001273499875966503
Jay Sean,0.0009501688651271241
Jazmine Sullivan,0.03796264293436987
Jazz Raycole,0.017556908667819306
JbDubs,0.008453036568608062
Jeanine Tesori,0.015181138712591129
Jeff Goldblum,0.015466676281503784
Jeff Hiller,0.03718938447531693
Jeff Lewis,8.654234478006321e-05
Jeffrey Tambor,0.03674554339428482
Jelly Roll,0.02668715502481684
Jemaine Clement,0.011234042647317435
Jenna Boyd,0.01544406977482982
Jenna Davis,0.011418546521017998
Jennifer Ellison,4.45174285271859e-05
Jennifer Hudson,0.02152336517727019
Jennifer Laura Thompson,0.02940277613037691
Jennifer Lawrence,8.532507134377297e-05
Jennifer Lopez,0.06700116448028737
Jennifer Warnes,0.0007518112604135431
Jenny Lewis,7.790549992257532e-05
Jenny Slate,0.010211127203021537
Jeremih,0.00010138148762245852
Jeremy Irons,0.012764735010751548
Jeremy Jordan,0.042720443108212866
Jeremy Shada,0.0006071296177001889
Jeremy Zag,0.024490845953338877
Jeremy Zucker,0.010158610549055872
Jeremy Zuckerman,0.0020885513896654103
Jerome Dempsey,0.01058088850064513
Jerome Kurtenbach,0.005059336193632604
Jerry Martin,0.02628035383548899
Jesper Kyd,0.0014131964941312399
Jess Glynne,0.0544228462014934
Jesse Corti,0.000944720117364682
Jesse Eisenberg,0.01942345256886607
Jesse L. Martin,0.010592945304204576
Jesse Welles,0.007243008807533837
Jessica Darrow,0.011723270637902655
Jessica Keenan Wynn,0.099152891822218
Jessica Lee Goldyn,6.324025328536435e-05
Jessie J,0.23370919612710822
Jessie Mueller,0.11306134217446683
Jewel,0.0009120855961917579
Jewel Maiden,0.0171891761592562
Jhon Allan,0.0011054581763567217
Jie Liu,0.0006016229045360188
Jill Abramovitz,8.387593630057031e-05
Jillian Bell,0.0034139882655802966
Jim Bryant,0.017786509624064337
Jim Croce,6.671817738905075e-05
Jim Cummings,0.012764735010751548
Jim Dauterive,0.0016163652271882537
Jimin,0.00016282481345425155
Jimmy Eat World,0.005741125248758593
Jin,0.00017221520853420483
Jinkx Monsoon,0.009414914444884265
JoJo,0.012465633537834517
JoJo Siwa,0.13840138126312246
Joan Jett & the Blackhearts,0.02448389010513151
Joanna Jones,0.08491624136538464
Joaquin Phoenix,0.004095719355304559
Jodie Steele,0.003960775900081526
Joe Grifasi,0.00664347265746003
Joe Hisaishi,0.0031715769555533545
Joe Jonas,0.0676387259338948
Joe Nichols,0.000503371548606878
Joe Quincy,7.361606019469543e-05
Joel Corry,0.0001273499875966503
Joel Grey,8.03400467951558e-05
Joelapuss,0.00033834404988695847
Johannes Brahms,0.00014960870186024323
John Benjamin Hickey,0.0002035165254673824
John Bolton,6.921068966335932e-05
John Debney,0.004161394155462504
John DiMaggio,0.0006071296177001889
John Dossett,0.00027330686914802283
John Dylan Keith,0.023265109568396336
John Gallagher Jr.,0.030930802085331527
John Herrera,0.02962489954979901
John Legend,0.033254171317397496
John Lennon,0.002718809202655114
John Mayer,0.0055973130870711615
John Michael Higgins,0.006471779137541378
John Michael Howell,0.001993372200027859
John Paul White,0.00149799987685946
John Powell,0.0029801751990471467
John Q. Kubin,0.008126749322280552
John Rapson,0.07308132936375364
John Roberts,0.3024835802116601
John Tartaglia,0.03867579127183077
John Travolta,0.026632261789380322
John Vickery,0.011987245077372453
John Williams,0.0037727941022772764
Johnny Depp,0.02470270949665511
Johnny Dynell,0.018900720576082004
Johnny Green,0.02093982747807334
Johnny Vulture,0.00011743790390114405
Jon Cozart,0.00019111192949756759
Jon Glaser,0.00277555733094693
Jonas Brothers,0.07123455166469617
Jonathan B. Wright,0.030930802085331527
Jonathan Bloch,0.008662233703444799
Jonathan Christopher,0.008381913020687677
Jonathan Groff,0.04791002755952852
Jonny McGovern,0.0007657809222300167
Jordan Adetunji,0.000110887813505868
Jordan Fisher,0.3075277874354416
Jordan Francis,0.0029258036522261826
Jordan Gelber,0.03867579127183077
Jordan Peele,0.029867890513843233
Jordan Smith,0.001467046352336651
Jordyn Freetage,0.0
Joseph Williams,0.017313048222749164
Josh Gad,0.05423973349743431
Josh Groban,0.8772499548190125
Josh Levi,0.0026909858098256223
Josh Turner,3.9010715363015766e-05
Josh Warshawsky,0.02486715734135775
Joshua Alexander,0.0902935177874959
Joshua Bassett,0.0009310982479585768
Joshua Colley,0.00023418022298155082
Joshua Henry,0.008555171606452987
Joshua Morse,0.02211930747243685
Journey,0.00010010624878444016
Joy Downer,0.006091931860017096
Joy Williams,0.00149799987685946
Jozef Kundlák,0.00015581099984515064
Judine Somerville,0.00033138820167958564
Judy Garland,0.007572078393144298
Judy Kuhn,0.0063140552794392
Juice WRLD,0.000478852183675889
Juicy J,0.022471099495524734
Jules Mouquet,0.0002411360711889236
Julia Harriman,0.08427468029905795
Julia Lester,0.03592063776229213
Julia Michaels,0.01561402433269663
Julia Sono,0.009216498874768955
Julianna Joy,0.00110673341519474
Julie Andrews,0.07373204896355337
Julie Dawn Cole,0.011756252951485947
Julien Baker,6.19070490456179e-05
Julieta Venegas,9.825135592914075e-05
Jun Togawa,0.0002646120588888068
Junky,0.020296701345899996
Jupiter Productions,0.0003672108199475556
Justin Bieber,0.16696557192669886
Justin Bohon,0.037527496663596976
Justin Timberlake,0.09604339581191544
KAITO,0.0009013619968720581
KALEO,0.012086945568344797
KANA-BOON,0.00012856726103294052
KARRAHBOOO,0.0011251664129442779
KATYA,0.010857441432289927
KC & The Sunshine Band,0.00014462367731162606
KCB,0.0007589989702278284
KIRA,0.014387534397531621
KISS,0.00010143945302418662
KT Tunstall,0.0004409428109457072
Kacey Musgraves,0.013966357788575197
Kaden MacKay,4.944448767407496e-05
Kaela Kimura,0.00011129357131796475
Kagami Hiiragi (CV: Emiri Kato),0.024161950263933602
Kagamine Len,0.0385807859783984
Kagamine Rin,0.07832435791546262
Kaguyahime,0.008712547672144796
Kairikibear,0.011850968417909674
Kakichoco,0.0014042698222651113
Kalafina,0.04437013844139478
Kali Uchis,0.002373741166167695
Kalina & Kiana Campion,0.00027162587249790775
Kalmi,0.009586202206990819
Kamehameha Schools Children's Chorus,0.015547827843923133
Kamera Tyme,0.028082034452001997
Kamex,0.012145200797081543
Kamilah Marshall,0.00033138820167958564
Kanae Sakura,0.04912770675363086
Kanan,9.396191620126086e-05
Kanaria,0.019564656287475737
Kandi,0.00012514730233098223
Kansas,4.167712384250868e-05
Kanye West,0.04367948067980439
Kara Lindsay,0.0002435706180615041
Karen Dotrice,0.00010630854676934757
Karen Olivo,0.008534419992634325
Karey Kirkpatrick,0.002625890663684959
Karmin,0.013458638834838712
Kate Bollinger,8.341221308674545e-05
Kate Hudson,0.0006244033074151647
Kate Rockwell,0.027113780381535706
Kate Shindle,0.059016488357642394
Kate Wetherhead,0.14717989356243386
Katherine Jenkinson,0.00021771804889076851
Kathryn Hahn,0.0017228476701627857
Katie Got Bandz,0.013755711518695257
Katie Ladner,0.028930879794908392
Katy Perry,1.1072447280033837
Kavinsky,0.00035260353871207267
Keala Settle,0.06904577809544286
Keane,0.00013227704674353936
Keegan-Michael Key,0.00021667467165966263
Kehlani,7.802143072603153e-05
Keith David,0.0022336967555925892
Keith Urban,0.010984153800467567
Kelis,0.014045944285147887
Kelli Ann Erdmann,0.08491624136538464
Kelly Clarkson,0.07654499397861493
Kelly McIntyre,0.00890348570543718
Kelvin Chow-Min Yu,0.00786074609375027
Kelvin Yu,0.006206355563028378
Ken Marino,0.00032872179320009277
Kendrick Lamar,0.023603105825872925
Kenita Miller,0.07331545162133347
Kenny Dope,8.654234478006321e-05
Kenny Mellman,0.006166359435835985
Kenshi Yonezu,0.0009108683227554678
Keri Hilson,0.00011036612489031503
Kermit,0.031413364054718014
Kero Kero Bonito,0.0035178043000753355
Kerry Butler,0.15031524214190714
Kesha,1.0900284240361187
Kevin Aviance,0.0019037576889562064
Kevin Cahoon,0.011987245077372453
Kevin Duda,0.037527496663596976
Kevin Jz Prodigy,0.004221736138661463
Kevin Kline,0.09999883889503798
Key After Key,0.0036749485041602326
Khalid,0.011740660258421088
Khlaws,0.0012839336482775622
Kid Ink,7.129744412557116e-05
Kid P,0.017831085017993253
Kids Song Dream,0.0020323829153908748
Kidz Bop Kids,0.0043285084086446355
Kikuo,0.0007580135583984505
Kim Petras,0.09796906442272486
Kimbra,0.014199958357539469
Kimeru,8.404983250575462e-05
Kimiko Glenn,0.069005028418028
Kimmy Gatewood,0.0003510964382671419
Kinonei,9.517918963755111e-05
Kitadani Hiroshi,0.00024235334462521387
Kitashirakawa Tamako (CV: Aya Suzaki),0.00015702827328144088
Kiyoshi Hikawa,0.0009954398438767752
Kobo Kanaeru,0.012022777868631781
Kodaline,0.00020050232457752087
Koji Kondo,0.003582087930591806
KokiRemix,0.069175794491519
Konata Izumi (CV: Aya Hirano),0.024161950263933602
Konomi Suzuki,0.0013367980946535952
Koo Koo,0.005510249053675545
Kool & The Gang,0.0002504685008671488
Kradness,0.018169660929487123
Kris Bowers,0.000949589211109843
Kristen Anderson-Lopez,0.0017228476701627857
Kristen Bell,0.018520061782933528
Kristen Schaal,0.2730016233425226
Kristie Dale Sanders,0.008381913020687677
Kristin Chenoweth,0.15718112804579792
Kristle Edwards,0.0036491539003912256
KulfiQ,0.0001187131427391624
Kummerspeck,0.03212906286985495
Kunning Fox,0.02683798100011337
Kuriyama Yuri,8.207900884699899e-05
KuroUsa(WhiteFlame),0.002004037833945831
Kyary Pamyu Pamyu,0.014380752445529433
Kygo,4.9270591468890644e-05
Kyle Selig,0.02080870973936436
Kylie Cantrall,0.0008615397658848491
Kylie Minogue,0.016346938872146808
Kym Karath,0.00025962703434018967
Kyndra Sanchez,6.874696644953448e-05
Kyouko Namekawa,7.402181800679217e-05
L'Arc-en-Ciel,0.0005254563666652867
L.A Band,0.005237289976937891
L.V.,0.013951866438143171
LAY,0.0016025114961752361
LEGENDARY KATRINA EBONY,0.004221736138661463
LISA,0.023918553542077284
LIZ,0.0005750167851428179
LMFAO,0.14058435829220295
LOLO,0.02189643050279228
La La Land Cast,0.013226139608507275
LaChanze,0.04081720710787221
Lady A,0.00023551342722129729
Lady Gaga,1.763135247395068
Lagoona Bloo,0.025654269531423708
LamazeP,0.024818466403906142
Lamp,3.3388071395389424e-05
Larray,0.006180039270643818
Larry Murphy,0.058256330079380005
Last Note.,0.0005248187472462775
Laufey,0.0019337837670513657
Laura Bell Bundy,0.553743192881594
Laura Benanti,0.00015204324873282373
Laura Jane Grace,0.00021534146741991616
Laura Osnes,0.007171015778587528
Laura Silverman,0.021448589809040932
Laura Williams,0.009905127847298863
Lauren Bennett,0.11609090389578632
Lauren Daigle,0.0627695162579304
Lauren Pritchard,0.011594123722852434
Lauren Worsham,7.663026108455699e-05
Laurence Manning,0.005393738596202051
Laurie Veldheer,0.00027330686914802283
Lauv,0.0007147134033075548
Lawrence,0.009031241450845927
Lazer Kitten,0.007996327168392312
Lea Michele,0.045362795945988604
Lea Salonga,0.03829681347533241
Leah Kate,0.00027185773410482014
Lebo M.,0.030885531106581876
Leighton Meester,0.050244004460110736
Leith Ross,0.0017000672672836394
Lemon,0.2121925549364385
Lena Raine,0.020972983687861817
Lene,0.0011277748560220428
Lenka,3.083759371935273e-05
Lenni Kim,0.010095138434163597
Lenny Bertoldo,7.790549992257532e-05
Lenny Pearce,8.161528563317415e-05
Leona Lewis,0.01241352264168095
Leonard Bernstein,0.02093982747807334
Leonid Utyosov,0.00017088200429445837
Lesley Gore,0.00085446798687402
Leslie Kritzer,0.3374066334102115
Leslie Odom Jr.,0.3431950004613785
Lev Tahor,0.008063567034396915
Lewis Cleale,0.019943112395358547
Lewky,0.001030103154110183
Lexi Lawson,0.08427468029905795
LiSA,0.036146876725236934
Liberty Greig,0.004039203088619655
Lil Baby,0.003162360456678586
Lil Bibby,0.00024728040377210294
Lil Jon,0.03872320697044436
Lil Nas X,0.33562999384724507
Lil Wayne,0.08430418468853756
Lil' Kim,0.04781629750493417
Lili Reinhart,0.0003127813077248634
Lilla Crawford,0.027164731969654708
Lilli Cooper,0.0229220703209694
Lillias White,0.04081720710787221
Lily-Rose Depp,0.0004673170687319957
Lin-Manuel Miranda,0.46392777372755156
Linda Hart,0.04055868141616486
Linda XO,0.000803400467951558
Lindana,0.008757934581697904
Lindsay Mendez,0.0005480628733392482
Lindsey Stoddart,0.006993989441709891
Linked Horizon,0.057752610738362756
Linkin Park,0.05426431082776703
Lisa Kron,0.015181138712591129
Lisa O'Hare,7.663026108455699e-05
Little Glee Monster,0.0006329821868709246
Little Mix,0.15767313837566607
Little Shop of Horrors Off-Broadway Revival Company,0.00016444784470263853
Little Sis Nora,0.0004966475620064177
Liza Anne,0.0006665441544714982
Liza Sadovy,0.00010184521083628338
Lizzo,0.15421132865366008
Lizzy McAlpine,6.324025328536435e-05
Logan Potter,0.000506037957086371
Lomz,0.0010834892891017692
London Mozart Players,0.00023615104664030645
London Philharmonic Orchestra,0.00039839620607727696
London Symphony Orchestra,0.014868299439464537
Lookas,0.012077729069470028
Loosey Laduca,0.00890348570543718
Lord Huron,9.396191620126086e-05
Lorde,0.04682253865770752
Loren Bouchard,0.08789566301420931
Lorraine Bowen,0.05175035135481904
Los Angeles Philharmonic,0.0017232534279748824
Lotus Juice,0.14658470481748964
Lou,0.03752512008212612
Loud Luxury,0.00982681658956419
Luca Padovan,0.022359110339386028
Lucas Grabeel,0.0011086462734517675
Lucenzo,6.097960261796818e-05
Lucian Piane,0.06514986547989508
Luck Ganriki,0.4113388948713338
Lucky Twice,0.0016200170474971244
Lucy Dacus,0.0014295427374185659
Ludacris,0.056616488864491867
Ludwig van Beethoven,0.00026211954661449824
